TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.413900	0.094400	2.127000	14.410000	0.000600	0.000600	0.007000	0.030000
540.00	0.437700	0.077500	1.861000	16.540000	0.000600	0.000500	0.005000	0.040000
530.00	0.458800	0.064000	1.621000	18.460000	0.000600	0.000400	0.004000	0.030000
520.00	0.477300	0.053300	1.407000	20.100000	0.000500	0.000300	0.003000	0.030000
510.00	0.493900	0.044700	1.214000	21.530000	0.000300	0.000200	0.002000	0.020000
500.00	0.508900	0.037600	1.043000	22.790000	0.000200	0.000100	0.002000	0.010000
490.00	0.522600	0.031690	0.890000	23.920000	0.000200	0.000090	0.002000	0.010000
480.00	0.535500	0.026620	0.754000	24.960000	0.000200	0.000060	0.002000	0.010000
470.00	0.547700	0.022280	0.634000	25.925000	0.000200	0.000040	0.002000	0.006000
460.00	0.559400	0.018560	0.529000	26.833000	0.000200	0.000030	0.002000	0.007000
450.00	0.570700	0.015370	0.438000	27.690000	0.000300	0.000030	0.001000	0.010000
440.00	0.581500	0.012640	0.359000	28.500000	0.000400	0.000020	0.001000	0.020000
430.00	0.591900	0.010320	0.291000	29.270000	0.000500	0.000020	0.001000	0.030000
420.00	0.601800	0.008340	0.233000	29.990000	0.000400	0.000020	0.001000	0.020000
410.00	0.611500	0.006680	0.184800	30.680000	0.000300	0.000020	0.000900	0.020000
400.00	0.621000	0.005290	0.144500	31.350000	0.000200	0.000020	0.000800	0.010000
390.00	0.630400	0.004140	0.111300	31.990000	0.000200	0.000020	0.000700	0.010000
380.00	0.639500	0.003190	0.084400	32.620000	0.000300	0.000020	0.000500	0.020000
370.00	0.648700	0.002420	0.062900	33.230000	0.000600	0.000010	0.000400	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
520.00	0.430700	0.085900	1.922000	14.780000	0.000100	0.000500	0.003000	0.050000
510.00	0.455400	0.070300	1.669000	16.790000	0.000300	0.000300	0.002000	0.040000
500.00	0.476300	0.058000	1.442000	18.520000	0.000300	0.000200	0.001000	0.030000
490.00	0.494300	0.048200	1.240200	19.990000	0.000200	0.000100	0.000800	0.020000
480.00	0.510370	0.040280	1.060200	21.273000	0.000010	0.000070	0.000500	0.005000
470.00	0.525200	0.033660	0.900500	22.426000	0.000200	0.000050	0.000200	0.002000
460.00	0.539200	0.028080	0.759300	23.488000	0.000200	0.000040	0.000100	0.002000
450.00	0.552620	0.023330	0.635300	24.480000	0.000090	0.000040	0.000200	0.010000
440.00	0.565200	0.019300	0.527000	25.390000	0.000500	0.000030	0.000300	0.030000
430.00	0.577000	0.015860	0.433100	26.240000	0.000700	0.000030	0.000300	0.050000
420.00	0.588300	0.012950	0.352400	27.030000	0.000500	0.000020	0.000300	0.040000
410.00	0.599390	0.010480	0.283600	27.796000	0.000030	0.000020	0.000400	0.007000
400.00	0.610400	0.008403	0.225400	28.540000	0.000500	0.000007	0.000500	0.020000
390.00	0.621000	0.006667	0.176800	29.230000	0.000500	0.000001	0.000500	0.020000
380.00	0.630980	0.005226	0.136700	29.886000	0.000040	0.000005	0.000500	0.005000
370.00	0.640700	0.004041	0.103900	30.510000	0.000300	0.000006	0.000500	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.434900	0.089600	2.093000	15.280000	0.000700	0.000500	0.005000	0.080000
540.00	0.458600	0.074000	1.832000	17.290000	0.000500	0.000300	0.004000	0.050000
530.00	0.478900	0.061600	1.598000	19.050000	0.000400	0.000300	0.004000	0.040000
520.00	0.496700	0.051600	1.387000	20.570000	0.000300	0.000200	0.003000	0.030000
510.00	0.512700	0.043500	1.198000	21.890000	0.000300	0.000200	0.002000	0.030000
500.00	0.527500	0.036800	1.029000	23.080000	0.000200	0.000100	0.002000	0.020000
490.00	0.541300	0.031010	0.878000	24.180000	0.000200	0.000080	0.001000	0.020000
480.00	0.554300	0.026090	0.744000	25.180000	0.000300	0.000060	0.001000	0.020000
470.00	0.566700	0.021860	0.626300	26.130000	0.000400	0.000040	0.000900	0.020000
460.00	0.578600	0.018230	0.522800	27.010000	0.000400	0.000030	0.000700	0.020000
450.00	0.589900	0.015110	0.432500	27.840000	0.000400	0.000030	0.000600	0.030000
440.00	0.600900	0.012440	0.354500	28.630000	0.000500	0.000020	0.000500	0.030000
430.00	0.611500	0.010160	0.287500	29.380000	0.000500	0.000020	0.000500	0.030000
420.00	0.621700	0.008220	0.230600	30.090000	0.000600	0.000020	0.000400	0.040000
410.00	0.631500	0.006590	0.182700	30.760000	0.000800	0.000020	0.000300	0.050000
400.00	0.640900	0.005220	0.142800	31.400000	0.000700	0.000010	0.000300	0.040000
390.00	0.650100	0.004080	0.110000	32.010000	0.000500	0.000010	0.000200	0.030000
380.00	0.659300	0.003150	0.083500	32.620000	0.000600	0.000009	0.000100	0.030000
370.00	0.668700	0.002392	0.062230	33.220000	0.000900	0.000006	0.000090	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
520.00	0.424500	0.095300	2.050000	13.680000	0.000800	0.000700	0.004000	0.070000
510.00	0.450200	0.077800	1.782000	15.740000	0.000500	0.000500	0.003000	0.050000
500.00	0.472500	0.063800	1.542000	17.570000	0.000200	0.000300	0.002000	0.030000
490.00	0.491700	0.052900	1.328000	19.120000	0.000200	0.000200	0.002000	0.020000
480.00	0.508700	0.044100	1.137000	20.460000	0.000300	0.000100	0.002000	0.010000
470.00	0.524100	0.036790	0.967000	21.650000	0.000200	0.000060	0.001000	0.010000
460.00	0.538400	0.030700	0.817000	22.720000	0.000200	0.000050	0.001000	0.010000
450.00	0.552000	0.025540	0.685400	23.710000	0.000400	0.000040	0.000900	0.020000
440.00	0.564900	0.021160	0.569800	24.640000	0.000400	0.000030	0.000800	0.020000
430.00	0.577200	0.017430	0.469400	25.500000	0.000300	0.000020	0.000800	0.010000
420.00	0.588890	0.014260	0.382900	26.311000	0.000040	0.000020	0.000700	0.004000
410.00	0.600000	0.011570	0.308800	27.065000	0.000200	0.000010	0.000600	0.006000
400.00	0.610700	0.009300	0.246200	27.781000	0.000200	0.000010	0.000600	0.006000
390.00	0.621300	0.007400	0.193700	28.466000	0.000200	0.000010	0.000500	0.008000
380.00	0.631400	0.005810	0.150200	29.120000	0.000400	0.000010	0.000400	0.020000
370.00	0.641300	0.004507	0.114700	29.740000	0.000500	0.000008	0.000400	0.030000
360.00	0.650800	0.003444	0.086000	30.330000	0.000800	0.000007	0.000300	0.040000
350.00	0.660000	0.002588	0.063300	30.880000	0.002000	0.000008	0.000300	0.090000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.435300	0.084000	1.876000	14.910000	0.000200	0.000200	0.004000	0.030000
500.00	0.462000	0.069230	1.623000	16.820000	0.000200	0.000080	0.004000	0.020000
490.00	0.483800	0.057120	1.396000	18.500000	0.000300	0.000080	0.004000	0.020000
480.00	0.502400	0.047360	1.194000	19.950000	0.000200	0.000060	0.003000	0.020000
470.00	0.519000	0.039380	1.015000	21.230000	0.000100	0.000040	0.003000	0.008000
460.00	0.534400	0.032740	0.857000	22.380000	0.000300	0.000030	0.003000	0.010000
450.00	0.548700	0.027160	0.718000	23.440000	0.000300	0.000020	0.003000	0.010000
440.00	0.562200	0.022430	0.596000	24.414000	0.000100	0.000030	0.003000	0.008000
430.00	0.575200	0.018420	0.490000	25.330000	0.000100	0.000030	0.003000	0.020000
420.00	0.587700	0.015020	0.399000	26.200000	0.000300	0.000040	0.003000	0.030000
410.00	0.599700	0.012150	0.321000	27.010000	0.000300	0.000040	0.002000	0.030000
400.00	0.611100	0.009730	0.256000	27.780000	0.000100	0.000040	0.002000	0.030000
390.00	0.621900	0.007720	0.201000	28.490000	0.000200	0.000040	0.002000	0.020000
380.00	0.632000	0.006050	0.155000	29.140000	0.000300	0.000040	0.002000	0.020000
370.00	0.641300	0.004680	0.118000	29.740000	0.000700	0.000040	0.001000	0.060000
360.00	0.649000	0.003570	0.089000	30.200000	0.002000	0.000040	0.001000	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.429000	0.094000	2.120000	14.400000	0.003000	0.002000	0.007000	0.100000
530.00	0.453000	0.077200	1.854000	16.440000	0.002000	0.000700	0.005000	0.060000
520.00	0.474800	0.063900	1.614000	18.250000	0.000900	0.000200	0.004000	0.030000
510.00	0.493400	0.053400	1.400000	19.790000	0.000500	0.000200	0.004000	0.020000
500.00	0.509900	0.044900	1.207000	21.130000	0.000500	0.000100	0.003000	0.020000
490.00	0.525000	0.037800	1.035000	22.320000	0.000500	0.000100	0.003000	0.020000
480.00	0.539000	0.031820	0.882000	23.400000	0.000400	0.000080	0.002000	0.020000
470.00	0.552100	0.026710	0.746000	24.400000	0.000300	0.000060	0.002000	0.010000
460.00	0.564500	0.022330	0.626000	25.320000	0.000200	0.000050	0.002000	0.010000
450.00	0.576400	0.018570	0.522000	26.188000	0.000200	0.000040	0.002000	0.007000
440.00	0.587800	0.015350	0.430000	27.010000	0.000200	0.000030	0.002000	0.010000
430.00	0.598900	0.012600	0.352000	27.780000	0.000300	0.000030	0.001000	0.020000
420.00	0.609700	0.010260	0.285000	28.520000	0.000500	0.000030	0.001000	0.030000
410.00	0.620100	0.008270	0.227000	29.230000	0.000800	0.000030	0.001000	0.040000
400.00	0.630000	0.006600	0.180000	29.900000	0.001000	0.000030	0.001000	0.050000
390.00	0.639800	0.005210	0.140000	30.530000	0.000900	0.000030	0.001000	0.050000
380.00	0.649300	0.004060	0.107300	31.150000	0.000600	0.000020	0.000900	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.427000	0.102800	2.296000	13.720000	0.001000	0.000600	0.006000	0.060000
540.00	0.453200	0.085000	2.014000	15.810000	0.000500	0.000200	0.006000	0.030000
530.00	0.476300	0.070300	1.759000	17.720000	0.000500	0.000200	0.005000	0.020000
520.00	0.496200	0.058700	1.530000	19.360000	0.000500	0.000200	0.004000	0.010000
510.00	0.513600	0.049300	1.325000	20.770000	0.000400	0.000100	0.004000	0.020000
500.00	0.529300	0.041600	1.141000	22.010000	0.000400	0.000100	0.003000	0.030000
490.00	0.543600	0.035130	0.976000	23.120000	0.000500	0.000090	0.003000	0.030000
480.00	0.557100	0.029590	0.830000	24.140000	0.000500	0.000080	0.002000	0.030000
470.00	0.569800	0.024840	0.701000	25.090000	0.000500	0.000060	0.002000	0.030000
460.00	0.582000	0.020760	0.587000	25.980000	0.000500	0.000050	0.002000	0.030000
450.00	0.593700	0.017250	0.488000	26.810000	0.000600	0.000040	0.002000	0.040000
440.00	0.605000	0.014240	0.401000	27.610000	0.000600	0.000030	0.002000	0.040000
430.00	0.615900	0.011670	0.327000	28.360000	0.000500	0.000020	0.001000	0.040000
420.00	0.626400	0.009480	0.264000	29.070000	0.000300	0.000020	0.001000	0.030000
410.00	0.636600	0.007630	0.210000	29.740000	0.000300	0.000020	0.001000	0.020000
400.00	0.646800	0.006070	0.165000	30.410000	0.000500	0.000020	0.001000	0.030000
390.00	0.656800	0.004780	0.128000	31.050000	0.000400	0.000020	0.001000	0.030000
380.00	0.666500	0.003710	0.098000	31.660000	0.000300	0.000010	0.001000	0.030000
370.00	0.675800	0.002840	0.074000	32.240000	0.000600	0.000010	0.001000	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.430600	0.100700	2.222000	13.800000	0.000700	0.000400	0.005000	0.060000
530.00	0.456300	0.082600	1.942000	15.920000	0.000600	0.000300	0.004000	0.050000
520.00	0.478700	0.068000	1.692000	17.800000	0.000400	0.000200	0.004000	0.030000
510.00	0.497800	0.056600	1.467000	19.390000	0.000200	0.000100	0.004000	0.020000
500.00	0.514700	0.047500	1.266000	20.760000	0.000100	0.000100	0.003000	0.010000
490.00	0.530100	0.040000	1.086000	21.960000	0.000200	0.000100	0.003000	0.010000
480.00	0.544400	0.033600	0.926000	23.050000	0.000200	0.000100	0.003000	0.010000
470.00	0.557800	0.028240	0.784000	24.060000	0.000200	0.000080	0.002000	0.010000
460.00	0.570600	0.023620	0.659000	25.000000	0.000200	0.000070	0.002000	0.010000
450.00	0.582800	0.019650	0.549000	25.870000	0.000300	0.000050	0.001000	0.020000
440.00	0.594600	0.016260	0.454000	26.700000	0.000400	0.000040	0.001000	0.020000
430.00	0.605800	0.013350	0.371000	27.480000	0.000400	0.000030	0.001000	0.020000
420.00	0.616700	0.010880	0.300800	28.220000	0.000300	0.000020	0.000900	0.020000
410.00	0.627300	0.008790	0.240800	28.920000	0.000200	0.000020	0.000800	0.020000
400.00	0.637500	0.007030	0.190300	29.590000	0.000300	0.000010	0.000700	0.020000
390.00	0.647300	0.005560	0.148400	30.220000	0.000400	0.000010	0.000600	0.030000
380.00	0.656900	0.004340	0.114000	30.830000	0.000500	0.000010	0.000500	0.030000
370.00	0.666500	0.003340	0.086100	31.430000	0.000400	0.000010	0.000500	0.030000
360.00	0.676100	0.002524	0.063800	32.010000	0.000800	0.000009	0.000400	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.432000	0.097000	2.260000	14.100000	0.008000	0.003000	0.010000	0.100000
530.00	0.462000	0.081400	1.985000	16.030000	0.003000	0.000900	0.007000	0.060000
520.00	0.484500	0.068500	1.736000	17.680000	0.000900	0.000300	0.006000	0.030000
510.00	0.503200	0.057800	1.510000	19.100000	0.000700	0.000200	0.005000	0.030000
500.00	0.519800	0.048900	1.307000	20.370000	0.000700	0.000100	0.004000	0.030000
490.00	0.535100	0.041360	1.125000	21.520000	0.000500	0.000080	0.004000	0.020000
480.00	0.549500	0.034950	0.962000	22.570000	0.000200	0.000060	0.004000	0.010000
470.00	0.563100	0.029460	0.817000	23.550000	0.000300	0.000060	0.004000	0.010000
460.00	0.575900	0.024730	0.689000	24.450000	0.000600	0.000050	0.003000	0.030000
450.00	0.588000	0.020670	0.576000	25.290000	0.000700	0.000050	0.003000	0.030000
440.00	0.599500	0.017180	0.478000	26.080000	0.000400	0.000040	0.003000	0.020000
430.00	0.610800	0.014190	0.392000	26.830000	0.000400	0.000030	0.003000	0.030000
420.00	0.621800	0.011620	0.319000	27.550000	0.000500	0.000030	0.003000	0.040000
410.00	0.632400	0.009440	0.256000	28.230000	0.000500	0.000030	0.003000	0.030000
400.00	0.642600	0.007580	0.203000	28.870000	0.000800	0.000030	0.002000	0.030000
390.00	0.652500	0.006020	0.159000	29.480000	0.000800	0.000040	0.002000	0.030000
380.00	0.662500	0.004710	0.123000	30.100000	0.000400	0.000040	0.002000	0.020000
370.00	0.672100	0.003640	0.093000	30.670000	0.000700	0.000040	0.002000	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.447000	0.099000	2.218000	13.900000	0.002000	0.002000	0.008000	0.100000
520.00	0.472400	0.081500	1.941000	15.900000	0.000400	0.000800	0.006000	0.070000
510.00	0.493700	0.067900	1.691000	17.540000	0.000700	0.000500	0.005000	0.060000
500.00	0.512000	0.057000	1.466000	18.940000	0.000900	0.000300	0.005000	0.060000
490.00	0.528500	0.048000	1.265000	20.170000	0.000800	0.000300	0.004000	0.050000
480.00	0.544000	0.040500	1.085000	21.300000	0.000800	0.000200	0.003000	0.050000
470.00	0.558600	0.034100	0.925000	22.340000	0.000800	0.000200	0.002000	0.050000
460.00	0.572400	0.028600	0.783000	23.290000	0.000600	0.000100	0.002000	0.040000
450.00	0.585300	0.023960	0.657000	24.170000	0.000300	0.000080	0.002000	0.020000
440.00	0.597400	0.019950	0.547000	24.990000	0.000300	0.000060	0.002000	0.020000
430.00	0.609100	0.016510	0.452000	25.760000	0.000500	0.000050	0.002000	0.020000
420.00	0.620500	0.013560	0.369000	26.490000	0.000400	0.000030	0.002000	0.020000
410.00	0.631500	0.011050	0.298000	27.190000	0.000300	0.000030	0.002000	0.020000
400.00	0.642000	0.008910	0.238000	27.840000	0.000600	0.000020	0.002000	0.040000
390.00	0.652300	0.007110	0.188000	28.470000	0.000800	0.000020	0.002000	0.050000
380.00	0.663000	0.005610	0.146000	29.090000	0.001000	0.000020	0.001000	0.070000
370.00	0.673000	0.004360	0.112000	29.700000	0.001000	0.000020	0.001000	0.090000
360.00	0.683000	0.003340	0.084000	30.300000	0.002000	0.000020	0.001000	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
500.00	0.441000	0.091000	1.974000	13.870000	0.001000	0.000400	0.004000	0.040000
490.00	0.467000	0.074200	1.711000	15.790000	0.001000	0.000200	0.003000	0.050000
480.00	0.487000	0.061400	1.476000	17.370000	0.001000	0.000200	0.002000	0.060000
470.00	0.505900	0.051100	1.265000	18.730000	0.000900	0.000200	0.002000	0.050000
460.00	0.523000	0.042700	1.078000	19.950000	0.000600	0.000100	0.002000	0.020000
450.00	0.538800	0.035590	0.912000	21.060000	0.000500	0.000090	0.002000	0.010000
440.00	0.553500	0.029580	0.765000	22.080000	0.000500	0.000070	0.002000	0.020000
430.00	0.567200	0.024490	0.637000	23.010000	0.000500	0.000050	0.002000	0.020000
420.00	0.580100	0.020160	0.525000	23.870000	0.000400	0.000040	0.002000	0.010000
410.00	0.592500	0.016490	0.429000	24.680000	0.000300	0.000030	0.002000	0.010000
400.00	0.604900	0.013380	0.346000	25.460000	0.000500	0.000020	0.001000	0.030000
390.00	0.616800	0.010750	0.276000	26.200000	0.000600	0.000020	0.001000	0.040000
380.00	0.628200	0.008550	0.217000	26.890000	0.000600	0.000020	0.001000	0.040000
370.00	0.639200	0.006710	0.168000	27.550000	0.000900	0.000020	0.001000	0.050000
360.00	0.649500	0.005200	0.128300	28.170000	0.000800	0.000010	0.000900	0.050000
350.00	0.659400	0.003960	0.096200	28.740000	0.000800	0.000010	0.000700	0.050000
340.00	0.669400	0.002970	0.070700	29.320000	0.000900	0.000010	0.000600	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.428000	0.103000	2.380000	13.400000	0.008000	0.004000	0.010000	0.200000
530.00	0.463000	0.087000	2.099000	15.300000	0.003000	0.001000	0.005000	0.100000
520.00	0.488300	0.073500	1.839000	17.020000	0.000800	0.000600	0.003000	0.050000
510.00	0.508200	0.062000	1.603000	18.470000	0.000500	0.000300	0.002000	0.040000
500.00	0.525500	0.052500	1.391000	19.750000	0.000600	0.000100	0.002000	0.030000
490.00	0.541400	0.044510	1.199000	20.900000	0.000600	0.000070	0.002000	0.030000
480.00	0.556000	0.037670	1.028000	21.950000	0.000600	0.000060	0.002000	0.030000
470.00	0.569600	0.031810	0.876000	22.910000	0.000400	0.000050	0.001000	0.020000
460.00	0.582600	0.026770	0.740000	23.800000	0.000400	0.000050	0.001000	0.020000
450.00	0.595200	0.022420	0.621000	24.650000	0.000300	0.000050	0.001000	0.030000
440.00	0.607500	0.018670	0.516000	25.460000	0.000600	0.000040	0.001000	0.040000
430.00	0.619000	0.015450	0.426000	26.220000	0.001000	0.000040	0.001000	0.060000
420.00	0.630600	0.012690	0.347000	26.940000	0.000900	0.000030	0.002000	0.050000
410.00	0.641600	0.010330	0.280000	27.620000	0.000700	0.000020	0.002000	0.040000
400.00	0.652200	0.008320	0.223000	28.270000	0.000700	0.000020	0.002000	0.040000
390.00	0.662300	0.006630	0.175000	28.870000	0.000800	0.000020	0.001000	0.050000
380.00	0.672400	0.005220	0.136000	29.470000	0.000300	0.000020	0.001000	0.020000
370.00	0.683000	0.004050	0.104000	30.090000	0.002000	0.000030	0.001000	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.449000	0.096400	2.213000	14.480000	0.001000	0.000600	0.005000	0.080000
530.00	0.475000	0.079900	1.938000	16.430000	0.000600	0.000400	0.004000	0.040000
520.00	0.496900	0.066600	1.691000	18.150000	0.000300	0.000300	0.003000	0.020000
510.00	0.515600	0.055900	1.468000	19.620000	0.000300	0.000200	0.002000	0.010000
500.00	0.532300	0.047100	1.268000	20.900000	0.000400	0.000100	0.002000	0.020000
490.00	0.547700	0.039790	1.090000	22.050000	0.000300	0.000080	0.002000	0.020000
480.00	0.562200	0.033580	0.930000	23.110000	0.000200	0.000060	0.001000	0.010000
470.00	0.576000	0.028260	0.788000	24.089000	0.000200	0.000050	0.001000	0.009000
460.00	0.589000	0.023680	0.663100	25.000000	0.000200	0.000040	0.000900	0.010000
450.00	0.601100	0.019740	0.553200	25.840000	0.000200	0.000040	0.000900	0.020000
440.00	0.612600	0.016360	0.457500	26.620000	0.000200	0.000030	0.000800	0.020000
430.00	0.623700	0.013470	0.374800	27.360000	0.000300	0.000030	0.000800	0.020000
420.00	0.634500	0.011000	0.303900	28.070000	0.000700	0.000020	0.000800	0.030000
410.00	0.645000	0.008900	0.243600	28.750000	0.001000	0.000010	0.000800	0.040000
400.00	0.655000	0.007120	0.192800	29.400000	0.001000	0.000010	0.000800	0.050000
390.00	0.665700	0.005640	0.150600	30.040000	0.000900	0.000020	0.000800	0.050000
380.00	0.675900	0.004410	0.115800	30.650000	0.000800	0.000020	0.000700	0.040000
370.00	0.685700	0.003390	0.087600	31.230000	0.000800	0.000010	0.000500	0.040000
360.00	0.695200	0.002570	0.065100	31.790000	0.000700	0.000010	0.000400	0.030000
350.00	0.704600	0.001920	0.047400	32.330000	0.000900	0.000010	0.000300	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.475000	0.097000	2.230000	14.400000	0.002000	0.001000	0.010000	0.100000
520.00	0.500000	0.080300	1.960000	16.230000	0.001000	0.000800	0.010000	0.050000
510.00	0.521000	0.067200	1.710000	17.800000	0.001000	0.000500	0.010000	0.030000
500.00	0.539000	0.056700	1.485000	19.140000	0.001000	0.000300	0.008000	0.030000
490.00	0.556000	0.048000	1.284000	20.310000	0.001000	0.000200	0.007000	0.030000
480.00	0.571200	0.040700	1.103000	21.360000	0.000800	0.000200	0.007000	0.030000
470.00	0.585400	0.034400	0.942000	22.320000	0.000500	0.000100	0.006000	0.030000
460.00	0.599000	0.029000	0.799000	23.210000	0.000500	0.000100	0.005000	0.040000
450.00	0.612200	0.024350	0.673000	24.060000	0.000800	0.000090	0.005000	0.050000
440.00	0.624700	0.020340	0.562000	24.850000	0.000900	0.000090	0.004000	0.050000
430.00	0.636500	0.016880	0.465000	25.580000	0.000900	0.000090	0.004000	0.040000
